"drug_concept_name","drug_concept_id","UCLH","UHB"
"Tears Naturale eye drops",21181433,"<=10","1649"
"Teicoplanin",21197751,"<=10","2338"
"Teicoplanin-containing product",4320388,"<=10","<=10"
"Teicoplanin 200mg powder and solvent for solution for injection vials",36817882,"2799","<=10"
"Teicoplanin 400mg powder and solvent for solution for injection vials",36817883,"6091","<=10"
"Telmisartan",21178939,"<=10","209"
"Telmisartan 20mg tablets",21199915,"<=10","<=10"
"Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets",21199700,"<=10","<=10"
"Telmisartan 40mg tablets",21218688,"38","<=10"
"Telmisartan 80mg tablets",21274377,"<=10","<=10"
"Telotristat ethyl",40689274,"<=10","195"
"Temazepam",21290807,"<=10","881"
"Temazepam 10mg tablets",21274380,"552","<=10"
"Temazepam 10mg/5ml oral solution sugar free",36817892,"86","<=10"
"Temocillin 1g powder for solution for injection vials",21310801,"936","<=10"
"Temozolomide",21178940,"<=10","16"
"Temozolomide 100mg capsules",21236751,"<=10","<=10"
"Temozolomide 140mg capsules",21198825,"29","<=10"
"Temozolomide 20mg capsules",21311262,"14","<=10"
"Temozolomide 5mg capsules",21292158,"47","<=10"
"Tenecteplase",21197753,"<=10","<=10"
"Tenecteplase-containing product",4133969,"<=10","<=10"
"Tenofovir",21197742,"<=10","144"
"Tenofovir 245mg tablets",21180898,"422","<=10"
"Terazosin",21234961,"<=10","17"
"Terbinafine",21272159,"<=10","407"
"Terbinafine 1% cream",21181049,"400","<=10"
"Terbinafine 250mg tablets",21237185,"46","<=10"
"Terbutaline",21216431,"<=10","296"
"Terbutaline 2.5mg/5ml solution for injection ampoules",36817902,"17","<=10"
"Terbutaline 500micrograms/1ml solution for injection ampoules",36817903,"147","<=10"
"Terbutaline 500micrograms/dose dry powder inhaler",36817904,"234","<=10"
"Teriparatide",21309517,"<=10","<=10"
"Teriparatide 600micrograms/2.4ml solution for injection pre-filled disposable devices",21272844,"<=10","<=10"
"Terlipressin",21234962,"<=10","2497"
"Terlipressin 1mg/8.5ml solution for injection ampoules",21198495,"906","<=10"
"Terra-Cortril ointment",21312511,"<=10","<=10"
"Testavan 20mg/g transdermal gel",36817908,"38","<=10"
"Testosterone",21178455,"<=10","189"
"Testosterone",21309508,"<=10","158"
"Testosterone 16.2mg/g gel (20.25mg per actuation)",40689195,"25","<=10"
"Testosterone 2% gel (10mg per actuation)",21292076,"16","<=10"
"Testosterone 40mg capsules",21199894,"<=10","<=10"
"Testosterone 50mg/5g gel unit dose sachets",21292572,"184","<=10"
"Testosterone undecanoate",21291006,"<=10","12"
"Testosterone undecanoate 1g/4ml solution for injection vials",21310014,"12","<=10"
"Tetanus immunoglobulin",21309617,"<=10","<=10"
"Tetanus immunoglobulin human 250unit injection vials",21255226,"19","<=10"
"Tetrabenazine",21216432,"<=10","127"
"Tetrabenazine 25mg tablets",21292939,"142","<=10"
"Tetracaine 1% eye drops 0.5ml unit dose preservative free",36817919,"20","<=10"
"Tetracosactide",21253533,"<=10","85"
"Tetracosactide 1mg/1ml suspension for injection ampoules",21255397,"<=10","<=10"
"Tetracosactide 250micrograms/1ml solution for injection ampoules",36817920,"69","<=10"
"Tetracycline",21234963,"<=10","71"
"Tetracycline 250mg tablets",21181036,"<=10","<=10"
"Tetrastarch",21179076,"<=10","<=10"
"Thalidomide",21179115,"<=10","166"
"Thalidomide 50mg capsules",21254874,"46","<=10"
"Thealoz Duo eye drops preservative free",40688782,"<=10","39"
"TheiCal-D3 1000mg/880unit chewable tablets",21186141,"<=10","<=10"
"Theophylline",21290766,"<=10","3586"
"Theophylline 200mg modified-release tablets",36817926,"327","<=10"
"Theophylline 250mg modified-release capsules",36817927,"23","<=10"
"Theophylline 300mg modified-release tablets",36817930,"237","<=10"
"Theophylline 400mg modified-release tablets",36817931,"49","<=10"
"Theophylline 60mg modified-release capsules",36817932,"<=10","<=10"
"Thiamine",21290795,"<=10","<=10"
"Thiamine 100mg tablets",21236982,"17851","<=10"
"Thiamine 100mg/5ml oral solution",21180315,"<=10","<=10"
"Thiamine 50mg tablets",21180946,"4246","<=10"
"Thiamine hydrochloride",21234447,"<=10","33120"
"Thiopental",21234964,"<=10","682"
"Thiopental 500mg powder for solution for injection vials",21255166,"137","<=10"
"Thiotepa",21178924,"<=10","67"
"Thiotepa 100mg powder for solution for infusion vials",21310169,"51","<=10"
"Thiotepa 15mg powder for solution for infusion vials",21217164,"76","<=10"
"Thirty:30 ointment",21442036,"<=10","1828"
"Thyrotropin alfa 900microgram powder for solution for injection vials",21273493,"202","<=10"
"Tiagabine 10mg tablets",21274039,"<=10","<=10"
"Tiagabine 5mg tablets",21180816,"235","<=10"
"Tibolone",21178925,"<=10","80"
"Tibolone 2.5mg tablets",21218577,"153","<=10"
"Ticagrelor",21309720,"<=10","7625"
"Ticagrelor 60mg tablets",40688699,"43","<=10"
"Ticagrelor 90mg tablets",21272892,"342","<=10"
"TICE strain Bacillus of Calmette-Guerin 12.5mg powder for reconstitution for instillation vials",21199317,"186","<=10"
"Tigecycline",21253700,"<=10","1192"
"Tigecycline 50mg powder for solution for infusion vials",21273467,"316","<=10"
"Timolol",21216434,"<=10","21"
"Timolol",21290221,"<=10","<=10"
"Timolol + Travoprost",21179122,"<=10","413"
"Timolol 0.1% gel eye drops",36817942,"<=10","401"
"Timolol 0.25% eye drops",21255767,"248","470"
"Timolol 0.5% eye drops",21311735,"339","857"
"Timolol 10mg tablets",21274371,"29","<=10"
"Timolol 1mg/g gel eye drops 0.4g unit dose preservative free",21291464,"232","<=10"
"Timolol 5mg/ml eye drops preservative free",36817945,"<=10","<=10"
"Tinidazole 500mg tablets",21292748,"14","<=10"
"Tinzaparin",21253676,"<=10","41"
"Tinzaparin sodium 10,000units/0.5ml solution for injection pre-filled syringes",36817946,"52","<=10"
"Tinzaparin sodium 12,000units/0.6ml solution for injection pre-filled syringes",21291244,"27","<=10"
"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes",36817947,"<=10","<=10"
"Tinzaparin sodium 16,000units/0.8ml solution for injection pre-filled syringes",21235392,"<=10","<=10"
"Tinzaparin sodium 18,000units/0.9ml solution for injection pre-filled syringes",36817948,"<=10","<=10"
"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes",36817950,"11","<=10"
"Tinzaparin sodium 20,000units/2ml solution for injection vials",36817949,"<=10","<=10"
"Tinzaparin sodium 3,500units/0.35ml solution for injection pre-filled syringes",36817951,"<=10","<=10"
"Tinzaparin sodium 4,500units/0.45ml solution for injection pre-filled syringes",36817953,"126","<=10"
"Tinzaparin sodium 8,000units/0.4ml solution for injection pre-filled syringes",21198203,"17","<=10"
"Tioconazole 283mg/ml medicated nail lacquer",36817954,"168","<=10"
"Tiotropium",21253535,"<=10","6347"
"Tiotropium + Olodaterol",21216727,"<=10","768"
"Tiotropium bromide",21197235,"<=10","<=10"
"Tiotropium bromide 10microgram inhalation powder capsules with device",40688648,"2432","<=10"
"Tiotropium bromide 18microgram inhalation powder capsules",21236925,"418","<=10"
"Tiotropium bromide 18microgram inhalation powder capsules with device",21311444,"947","<=10"
"Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free",21235367,"114","12"
"Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free",21310608,"556","<=10"
"Titanium ointment",21218477,"77","<=10"
"Tizanidine",21272161,"<=10","586"
"Tizanidine 2mg tablets",21199916,"508","<=10"
"Tizanidine 4mg tablets",21181068,"573","<=10"
"Tobramycin",21216436,"<=10","162"
"Tobramycin",21271576,"<=10","443"
"Tobramycin 80mg/2ml solution for infusion ampoules",36817960,"<=10","<=10"
"Tocilizumab",21197976,"<=10","515"
"Tocilizumab-containing product",40480264,"<=10","40"
"Tocilizumab 200mg/10ml solution for infusion vials",21217249,"112","<=10"
"Tocilizumab 400mg/20ml solution for infusion vials",21235714,"273","<=10"
"Tocilizumab 80mg/4ml solution for infusion vials",21310256,"153","<=10"
"Tofacitinib",21198015,"<=10","41"
"Tofacitinib 5mg tablets",21309932,"24","<=10"
"Tolbutamide",21216437,"<=10","<=10"
"Tolbutamide 500mg tablets",21292978,"67","<=10"
"Tolcapone 100mg tablets",21273535,"36","<=10"
"Tolterodine",21216438,"<=10","2481"
"Tolterodine 1mg tablets",21292976,"413","<=10"
"Tolterodine 2mg tablets",21218629,"293","<=10"
"Tolterodine 4mg modified-release capsules",21181093,"129","<=10"
"Tolvaptan",21197974,"<=10","38"
"Tolvaptan-containing product",40479215,"<=10","<=10"
"Tolvaptan 15mg tablets",21291598,"53","<=10"
"Topiramate",21234966,"<=10","1819"
"Topiramate 100mg tablets",21199920,"754","<=10"
"Topiramate 15mg capsules",36817967,"155","<=10"
"Topiramate 200mg tablets",21311644,"176","<=10"
"Topiramate 25mg tablets",21274297,"961","<=10"
"Topiramate 25mg/5ml oral suspension",21254961,"17","<=10"
"Topiramate 50mg tablets",21292965,"733","<=10"
"Topotecan 1mg powder for solution for injection vials",21218085,"26","<=10"
"Topotecan 4mg/4ml solution for infusion vials",21235601,"51","<=10"
"Torsemide-containing product",4201464,"<=10","14"
"Tostran 2% gel",21314010,"34","<=10"
"Trabectedin",21179176,"<=10","<=10"
"Trabectedin 1mg powder for solution for infusion vials",21310285,"50","<=10"
"Trabectedin 250microgram powder for solution for infusion vials",21198562,"<=10","<=10"
"Tramadol",21178927,"<=10","45615"
"Tramadol 100mg modified-release capsules",36817978,"<=10","<=10"
"Tramadol 100mg/2ml solution for injection ampoules",36817977,"243","<=10"
"Tramadol 150mg modified-release capsules",36817980,"<=10","<=10"
"Tramadol 200mg modified-release capsules",36817982,"<=10","<=10"
"Tramadol 37.5mg / Paracetamol 325mg tablets",21236567,"<=10","<=10"
"Tramadol 50mg capsules",21293047,"4710","<=10"
"Tramadol 50mg modified-release capsules",36817991,"169","<=10"
"Tramadol 50mg orodispersible tablets sugar free",21218106,"379","<=10"
"Tramadol 50mg soluble tablets",21311617,"217","<=10"
"Trametinib",21179206,"<=10","14"
"Trametinib 2mg tablets",21235418,"<=10","<=10"
"Trandolapril",21216439,"<=10","51"
"Trandolapril 2mg capsules",21218662,"<=10","<=10"
"Trandolapril 4mg capsules",21236576,"<=10","<=10"
"Tranexamic acid",21216440,"<=10","9447"
"Tranexamic acid 5% mouthwash",21236331,"1298","<=10"
"Tranexamic acid 500mg tablets",21181130,"4319","<=10"
"Tranylcypromine",21234967,"<=10","30"
"Trastuzumab",21253537,"<=10","<=10"
"Trastuzumab 150mg powder for solution for injection vials",21218186,"310","<=10"
"Trastuzumab 600mg/5ml solution for injection vials",21179453,"159","<=10"
"Trastuzumab emtansine",21179199,"<=10","<=10"
"Trastuzumab emtansine 100mg powder for solution for infusion vials",21198276,"16","<=10"
"Trastuzumab emtansine 160mg powder for solution for infusion vials",21235452,"<=10","<=10"
"Travoprost",21216441,"<=10","1079"
"Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops",21199089,"150","<=10"
"Travoprost 40micrograms/ml eye drops",21180999,"459","<=10"
"Trazodone",21272163,"<=10","254"
"Trazodone-containing product",4248404,"<=10","<=10"
"Trazodone 100mg capsules",21218702,"90","<=10"
"Trazodone 150mg tablets",21218559,"68","<=10"
"Trazodone 50mg capsules",21181174,"173","<=10"
"Trazodone 50mg/5ml oral solution sugar free",21292706,"28","<=10"
"Treosulfan 1g injection vials",21199482,"<=10","<=10"
"Treosulfan 5g powder for solution for injection vials",36818020,"25","<=10"
"Tretinoin",21290798,"<=10","76"
"Tretinoin 10mg capsules",21311261,"815","<=10"
"Triamcinolone acetonide",21216662,"<=10","<=10"
"Triamcinolone acetonide 40mg/1ml suspension for injection pre-filled syringes",36818031,"109","<=10"
"Triamcinolone acetonide 50mg/5ml suspension for injection vials",36818033,"<=10","<=10"
"Trifluoperazine",21272165,"<=10","81"
"Trifluoperazine 1mg tablets",21255635,"<=10","<=10"
"Trihexyphenidyl",21178929,"<=10","288"
"Trihexyphenidyl 2mg tablets",21181090,"516","<=10"
"Trihexyphenidyl 5mg tablets",21274310,"20","<=10"
"Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler",40688203,"<=10","7284"
"Trimethoprim",21272166,"<=10","3968"
"Trimethoprim 100mg tablets",21199984,"339","<=10"
"Trimethoprim 200mg tablets",21311720,"1710","<=10"
"Trimethoprim 50mg/5ml oral suspension sugar free",21181165,"104","<=10"
"Trimipramine",21178930,"<=10","<=10"
"Trimipramine 10mg tablets",21218560,"<=10","<=10"
"Trimovate cream",21256330,"<=10","1095"
"Triptorelin",21197744,"<=10","<=10"
"Triptorelin 11.25mg powder and solvent for suspension for injection vials",36818046,"<=10","<=10"
"Triptorelin acetate 3.75mg powder and solvent for suspension for injection pre-filled syringes",36818047,"193","<=10"
"Tropicamide 0.5% eye drops",21218306,"<=10","<=10"
"Tropicamide 0.5% eye drops 0.5ml unit dose preservative free",36818050,"25","<=10"
"Tropicamide 1% eye drops",21274040,"<=10","<=10"
"Tropicamide 1% eye drops 0.5ml unit dose preservative free",36818051,"<=10","<=10"
"Trospium",21253677,"<=10","70"
"Trospium chloride",21178410,"<=10","<=10"
"Trospium chloride 20mg tablets",21311596,"133","756"
"Trospium chloride 60mg modified-release capsules",21217255,"152","<=10"
"Truxima 100mg/10ml concentrate for solution for infusion vials",40688175,"69","<=10"
"Truxima 500mg/50ml concentrate for solution for infusion vials",40688173,"217","<=10"
"TwoCal liquid",21462278,"3671","<=10"
"Ubidecarenone",21215981,"<=10","<=10"
"Ubidecarenone 100mg capsules",21292638,"113","<=10"
"Ubidecarenone 30mg capsules",21255342,"<=10","<=10"
"Ulipristal 30mg tablets",21272947,"<=10","<=10"
"Umeclidinium bromide",21291068,"<=10","1225"
"Umeclidinium bromide + Vilanterol",21253793,"<=10","1581"
"Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler",21198251,"1136","<=10"
"Umeclidinium bromide 65micrograms/dose dry powder inhaler",21216935,"376","<=10"
"Urea 10% / Lactic acid 5% cream",21236991,"<=10","33"
"Urea 10% cream",21292845,"95","<=10"
"Urea 5% / Lauromacrogols 3% cream",21199807,"12","<=10"
"Urea 5% cream",21180736,"<=10","<=10"
"Urea 5% shampoo",21273778,"<=10","<=10"
"Urokinase",21197392,"<=10","19"
"Urokinase",21290966,"<=10","292"
"Urokinase 10,000unit powder for solution for injection vials",21180220,"1601","<=10"
"Ursodeoxycholic acid",21253540,"<=10","7285"
"Ursodeoxycholic acid 150mg tablets",21311504,"4660","<=10"
"Ursodeoxycholic acid 250mg capsules",21311505,"534","<=10"
"Ursodeoxycholic acid 250mg tablets",40687820,"<=10","<=10"
"Ursodeoxycholic acid 250mg/5ml oral suspension sugar free",36818059,"475","<=10"
"Ustekinumab",21216664,"<=10","81"
"Ustekinumab 130mg/26ml solution for infusion vials",40687814,"30","<=10"
"Ustekinumab 90mg/1ml solution for injection pre-filled syringes",21272592,"29","<=10"
"Valaciclovir",21216445,"<=10","332"
"Valaciclovir 500mg tablets",21255669,"880","<=10"
"Valganciclovir",21253541,"<=10","2622"
"Valganciclovir 450mg tablets",21292627,"260","<=10"
"Valproate semisodium",21215952,"<=10","38"
"Valproic acid",21234968,"<=10","15"
"Valproic acid-containing product",4030393,"<=10","<=10"
"Valproic acid 250mg gastro-resistant tablets",21218379,"70","<=10"
"Valproic acid 300mg gastro-resistant capsules",21199671,"<=10","<=10"
"Valproic acid 500mg gastro-resistant tablets",21255418,"22","<=10"
"Valsartan",21272117,"<=10","418"
"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets",21236542,"<=10","<=10"
"Valsartan 40mg capsules",21274357,"68","<=10"
"Valsartan 40mg tablets",21180426,"19","<=10"
"Valsartan 80mg capsules",21237154,"155","<=10"
"Vancomycin",21234919,"<=10","65525"
"Vancomycin-containing product",4172636,"<=10","11"
"Vancomycin 125mg capsules",21218309,"4052","<=10"
"Vancomycin 1g powder for solution for infusion vials",21273943,"2062","<=10"
"Vancomycin 500mg powder for solution for infusion vials",21199598,"58","<=10"
"VAQTA Adult vaccine suspension for injection 1ml pre-filled syringes",21223036,"<=10","<=10"
"Varenicline",21309690,"<=10","361"
"Varenicline 1mg tablets",21199047,"160","<=10"
"Varenicline 1mg tablets and Varenicline 500microgram tablets",21180175,"48","<=10"
"Vedolizumab",21253794,"<=10","782"
"Vedolizumab 300mg powder for solution for infusion vials",21254045,"188","<=10"
"Venetoclax 100mg tablets",40687745,"1005","<=10"
"Venetoclax 10mg tablets",40687740,"90","<=10"
"Venetoclax 50mg tablets",40687738,"178","<=10"
"Venlafaxine",21216400,"<=10","5991"
"Venlafaxine 150mg modified-release tablets",21310331,"358","<=10"
"Venlafaxine 225mg modified-release capsules",21216858,"19","<=10"
"Venlafaxine 225mg modified-release tablets",21291637,"75","<=10"
"Venlafaxine 37.5mg modified-release capsules",21235456,"30","<=10"
"Venlafaxine 37.5mg modified-release tablets",21235629,"311","<=10"
"Venlafaxine 37.5mg tablets",21181096,"505","<=10"
"Venlafaxine 75mg modified-release tablets",21217302,"31","<=10"
"Venlafaxine 75mg tablets",21199939,"718","<=10"
"Verapamil",21272118,"<=10","2140"
"Verapamil-containing product",4169899,"<=10","<=10"
"Verapamil 120mg modified-release tablets",40687625,"179","<=10"
"Verapamil 120mg tablets",21237148,"81","<=10"
"Verapamil 160mg tablets",21218659,"<=10","<=10"
"Verapamil 40mg tablets",21274346,"511","<=10"
"Verapamil 5mg/2ml solution for injection ampoules",36818152,"41","<=10"
"Verapamil 80mg tablets",21274345,"94","<=10"
"Vigabatrin",21253494,"<=10","24"
"Vigabatrin 500mg oral powder sachets sugar free",21218397,"42","<=10"
"Vildagliptin",21197957,"<=10","204"
"Vildagliptin 50mg / Metformin 1g tablets",21310377,"<=10","<=10"
