"condition_concept_name","condition_concept_id","UCLH","UHB"
"Poisoning: Other specified systemic anti-infectives and antiparasitics",45584866,"<=10","<=10"
"Poisoning: Other synthetic narcotics",45594619,"14","56"
"Poisoning: Other systemic antibiotics",45541465,"<=10","<=10"
"Poisoning: Other topical agents",45570537,"<=10","<=10"
"Poisoning: Otorhinolaryngological drugs and preparations",45570531,"<=10","<=10"
"Poisoning: Penicillins",45584841,"<=10","<=10"
"Poisoning: Peripheral vasodilators",45565640,"<=10","<=10"
"Poisoning: Phenothiazine antipsychotics and neuroleptics",45565570,"<=10","18"
"Poisoning: Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",45556009,"<=10","<=10"
"Poisoning: Predominantly beta-adrenoreceptor agonists, not elsewhere classified",45551213,"<=10","<=10"
"Poisoning: Psychostimulants with abuse potential",45570439,"<=10","16"
"Poisoning: Psychotropic drug, unspecified",45580156,"<=10","<=10"
"Poisoning: Salicylates",45565514,"13","12"
"Poisoning: Skeletal muscle relaxants [neuromuscular blocking agents]",45609109,"<=10","<=10"
"Poisoning: Tetracyclines",45580055,"<=10","<=10"
"Poisoning: Therapeutic gases",45594633,"<=10","<=10"
"Poisoning: Thyroid hormones and substitutes",45536688,"<=10","<=10"
"Poisoning: Tricyclic and tetracyclic antidepressants",45565557,"14","35"
"Poisoning: Vitamins, not elsewhere classified",45565608,"<=10","19"
"Polish language interpreter needed",44789468,"<=10","<=10"
"Pollen-food allergy",4202273,"22","<=10"
"Polyarteritis nodosa",320749,"<=10","<=10"
"Polyarteritis nodosa",45533823,"36","15"
"Polyarteritis with lung involvement [Churg-Strauss]",45548401,"<=10","16"
"Polyarthritis, unspecified",45538675,"<=10","116"
"Polyarthritis, unspecified, lower leg",42617004,"<=10","<=10"
"Polyarthritis, unspecified, multiple sites",42616999,"16","<=10"
"Polyarthritis, unspecified, shoulder region",42617000,"<=10","<=10"
"Polyarthropathy",75897,"14","<=10"
"Polyarthrosis, unspecified",45543481,"837","951"
"Polyclonal hypergammaglobulinaemia",45600623,"<=10","<=10"
"Polycystic kidney, autosomal dominant",45558415,"<=10","159"
"Polycystic kidney, autosomal recessive",45544102,"<=10","<=10"
"Polycystic kidney, unspecified",45592380,"86","144"
"Polycystic ovarian syndrome",45533028,"<=10","379"
"Polycystic ovary",36683296,"174","<=10"
"Polycystic ovary syndrome",40443308,"517","<=10"
"Polycythaemia vera",45595761,"<=10","85"
"Polycythemia vera (clinical)",135214,"275","<=10"
"Polydactyly, unspecified",45577744,"<=10","<=10"
"Polydipsia",45563320,"28","37"
"Polyglandular activity in multiple endocrine adenomatosis",30678,"<=10","<=10"
"Polyhydramnios",437623,"32","<=10"
"Polyhydramnios",45606611,"76","<=10"
"Polyhydramnios with antenatal problem",433540,"<=10","<=10"
"Polymorphous light eruption",4080921,"<=10","<=10"
"Polymorphous light eruption",45552991,"<=10","<=10"
"Polymyalgia",4319324,"<=10","<=10"
"Polymyalgia rheumatica",255348,"166","<=10"
"Polymyalgia rheumatica",45533830,"<=10","621"
"Polymyositis",80800,"16","<=10"
"Polymyositis",45567548,"<=10","74"
"Polymyositis associated with autoimmune disease",4346977,"<=10","<=10"
"Polyneuropathy",4174262,"<=10","<=10"
"Polyneuropathy due to amyloidosis",4102494,"<=10","<=10"
"Polyneuropathy due to drug",381551,"<=10","<=10"
"Polyneuropathy due to other toxic agents",45533162,"<=10","<=10"
"Polyneuropathy in herpes zoster",4101894,"<=10","<=10"
"Polyneuropathy in infectious and parasitic diseases classified elsewhere",45547756,"<=10","<=10"
"Polyneuropathy in neoplastic disease",45595958,"101","<=10"
"Polyneuropathy in nutritional deficiency",45605571,"<=10","<=10"
"Polyneuropathy in other diseases classified elsewhere",45586309,"23","<=10"
"Polyneuropathy in other endocrine and metabolic diseases",45566899,"44","16"
"Polyneuropathy in other musculoskeletal disorders",45533164,"<=10","<=10"
"Polyneuropathy in systemic connective tissue disorders",45595959,"<=10","30"
"Polyneuropathy, unspecified",45566898,"1959","518"
"Polyostotic fibrous dysplasia",45558434,"<=10","<=10"
"Polyostotic fibrous dysplasia of bone",76801,"<=10","<=10"
"Polyp",4209223,"<=10","<=10"
"Polyp at cervical os",4095927,"<=10","<=10"
"Polyp of bilateral nasal cavities",42537277,"<=10","<=10"
"Polyp of cecum",42709961,"<=10","<=10"
"Polyp of cervix",4280498,"31","<=10"
"Polyp of cervix uteri",45567867,"<=10","<=10"
"Polyp of colon",4285898,"116","<=10"
"Polyp of colon",45601184,"705","114"
"Polyp of corpus uteri",200779,"244","<=10"
"Polyp of corpus uteri",45596887,"234","<=10"
"Polyp of duodenum",4251486,"27","<=10"
"Polyp of gallbladder",4055351,"67","<=10"
"Polyp of hepatic flexure of colon",37016646,"<=10","<=10"
"Polyp of intestine",4112731,"<=10","<=10"
"Polyp of large intestine",4164337,"<=10","<=10"
"Polyp of larynx",4313723,"<=10","<=10"
"Polyp of maxillary sinus",4104209,"<=10","<=10"
"Polyp of middle ear",4249596,"<=10","<=10"
"Polyp of middle ear",45538350,"12","<=10"
"Polyp of nasal cavity",42537252,"96","<=10"
"Polyp of nasal cavity",45562447,"<=10","13"
"Polyp of nasal cavity and/or nasal sinus",42537251,"30","<=10"
"Polyp of nasal sinus",4138403,"<=10","<=10"
"Polyp of sigmoid colon",4176596,"<=10","<=10"
"Polyp of small intestine",4265158,"<=10","<=10"
"Polyp of stomach and duodenum",45601165,"<=10","109"
"Polyp of transverse colon",37016645,"<=10","<=10"
"Polyp of vagina",198198,"<=10","<=10"
"Polyp of vagina",45534143,"<=10","<=10"
"Polyp of vocal cord",4233816,"<=10","<=10"
"Polyp of vocal cord and larynx",45591557,"<=10","11"
"Polyphagia",45553743,"<=10","<=10"
"Polypharmacy",4030905,"11","<=10"
"Polyradiculopathy",4327957,"<=10","<=10"
"Polysubstance abuse",40482898,"<=10","<=10"
"Polyuria",79936,"13","98"
"Polyuria",45539331,"419","271"
"Polyuric state",4209584,"<=10","<=10"
"Poor balance",4097170,"<=10","<=10"
"Poor fetal growth affecting management",72693,"85","<=10"
"Poor hypertension control",4016922,"<=10","<=10"
"Poor nutrition",44789505,"<=10","<=10"
"Poor oral hygiene",4004999,"<=10","<=10"
"Poor posture",4093537,"11","<=10"
"Poor short-term memory",4084412,"14","<=10"
"Poor sleep pattern",4200883,"<=10","<=10"
"Popliteal artery thrombosis",4337367,"<=10","<=10"
"Porencephalic cyst",4280645,"<=10","<=10"
"Porphyria cutanea tarda",4264925,"<=10","<=10"
"Porphyria cutanea tarda",45571690,"<=10","<=10"
"Portal hypertension",192680,"45","<=10"
"Portal hypertension",45591608,"<=10","735"
"Portal hypertensive gastropathy",4116347,"<=10","<=10"
"Portal vein-hepatic artery fistula",45544083,"<=10","<=10"
"Portal vein thrombosis",199837,"233","<=10"
"Portal vein thrombosis",45543228,"162","175"
"Portuguese language interpreter needed",44790520,"<=10","<=10"
"Positional vertigo",4012870,"<=10","<=10"
"Possible pregnancy",4012558,"<=10","<=10"
"Post-catheterization urethral stricture",4032447,"<=10","<=10"
"Post-episiotomy pain",4346283,"<=10","<=10"
"Post-ERCP acute pancreatitis",4082334,"<=10","<=10"
"Post-exposure prophylaxis",4252702,"<=10","16"
"Post-ictal state",4135349,"<=10","<=10"
"Post-infectious disorder",444201,"11","<=10"
"Post-infectious encephalomyelitis",379798,"<=10","<=10"
"Post-infectious glomerulonephritis",4125958,"<=10","<=10"
"Post-infective arthritis",4035610,"15","<=10"
"Post-inflammatory hyperpigmentation",4033848,"<=10","<=10"
"Post-laminectomy syndrome",132412,"<=10","<=10"
"Post-laryngectomy voice - finding",4278307,"49","<=10"
"Post-micturition incontinence",4127703,"<=10","<=10"
"Post-schizophrenic depression",45566833,"<=10","<=10"
"Post-streptococcal reactive arthritis",4047780,"<=10","<=10"
"Post-surgical hypoparathyroidism",4096805,"<=10","<=10"
"Post-surgical malabsorption",194079,"<=10","<=10"
"Post-term pregnancy",432695,"56","<=10"
"Post-term pregnancy - not delivered",434695,"<=10","<=10"
"Post-term pregnancy of 40 to 42 weeks",45773507,"12","<=10"
"Post-thoracotomy pain syndrome",76388,"<=10","<=10"
"Post-traumatic amnesia",4173661,"<=10","<=10"
"Post-traumatic arthrosis of other joints, ankle and foot",42617052,"<=10","<=10"
"Post-traumatic arthrosis of other joints, shoulder region",42617046,"<=10","<=10"
"Post-traumatic epilepsy",4326435,"<=10","<=10"
"Post-traumatic gonarthrosis, bilateral",4115521,"<=10","<=10"
"Post-traumatic hydrocephalus, unspecified",45600811,"<=10","20"
"Post-traumatic stress disorder",45595909,"<=10","339"
"Post-traumatic wound infection",4153877,"<=10","<=10"
"Post-traumatic wound infection, not elsewhere classified",45537002,"<=10","<=10"
"Post dural puncture headache",4047909,"21","<=10"
"Post infectious thrombocytopenic purpura",4140545,"<=10","<=10"
"Post poliomyelitis syndrome",4150511,"<=10","<=10"
"Postcalcaneal bursitis",4344038,"<=10","<=10"
"Postcholecystectomy syndrome",200444,"<=10","<=10"
"Postcholecystectomy syndrome",45586747,"<=10","<=10"
"Postcoital and contact bleeding",45606519,"<=10","<=10"
"Postcoital bleeding",194093,"14","16"
"Postconcussion syndrome",372610,"240","161"
"Postconcussional syndrome",45562000,"99","<=10"
"Posterior calcaneal exostosis",4002149,"<=10","<=10"
"Posterior cerebral artery syndrome",45552535,"<=10","<=10"
"Posterior cerebral circulation infarction",4045736,"<=10","<=10"
"Posterior circulation stroke of uncertain pathology",4045748,"<=10","<=10"
"Posterior dislocation of shoulder joint",4134173,"<=10","<=10"
"Posterior end of inferior turbinate hypertrophy",4091357,"<=10","<=10"
"Posterior epistaxis",4051478,"<=10","<=10"
"Posterior fossa compression syndrome",4185841,"<=10","<=10"
"Posterior interosseous nerve injury",4062236,"<=10","<=10"
"Posterior interosseous nerve lesion",4101886,"<=10","<=10"
"Posterior reversible encephalopathy syndrome",42872891,"<=10","<=10"
"Posterior rhinorrhea",257683,"11","<=10"
"Posterior subcapsular cataract",4197734,"<=10","<=10"
"Posterior vaginal wall prolapse",4095801,"<=10","<=10"
"Posterior vitreous detachment",4088110,"<=10","<=10"
"Postgastric surgery syndrome",194985,"<=10","<=10"
"Postgastric surgery syndromes",45605961,"26","17"
"Posthemorrhagic hydrocephalus",4159151,"<=10","<=10"
"Postherpetic neuralgia",4071164,"12","<=10"
"Posthitis",4195139,"<=10","<=10"
"Postinfectious hypothyroidism",45586130,"<=10","<=10"
"Postinfective urethral stricture, not elsewhere classified",45572706,"<=10","<=10"
"Postinflammatory hyperpigmentation",45562549,"<=10","<=10"
"Postinflammatory skin pigmentation change",4317267,"<=10","<=10"
"Postlaminectomy syndrome, not elsewhere classified",45539019,"<=10","<=10"
"Postmastectomy lymphedema syndrome",438178,"<=10","<=10"
"Postmastectomy lymphoedema syndrome",45543249,"15","13"
"Postmenopausal atrophic vaginitis",45582430,"<=10","<=10"
"Postmenopausal bleeding",195321,"157","33"
"Postmenopausal bleeding",45567872,"<=10","23"
"Postmenopausal osteoporosis",4010333,"13","<=10"
"Postmenopausal osteoporosis",45538882,"<=10","16"
"Postmenopausal osteoporosis with pathological fracture",45572553,"<=10","<=10"
"Postmenopausal osteoporosis with pathological fracture, other",42618529,"<=10","<=10"
"Postmenopausal osteoporosis, multiple sites",42618599,"<=10","<=10"
"Postmenopausal state",4295261,"<=10","<=10"
"Postnatal care status",4088026,"56","<=10"
"Postoperative adhesions of vagina",4139294,"<=10","<=10"
"Postoperative cerebrospinal fluid leak",4309331,"18","<=10"
"Postoperative complication",4300243,"18","613"
"Postoperative confusion",4224115,"<=10","<=10"
"Postoperative hematoma formation",4308835,"20","<=10"
"Postoperative hemorrhage",4002836,"18","<=10"
"Postoperative hypothyroidism",137820,"<=10","<=10"
"Postoperative ileus",4340373,"<=10","<=10"
"Postoperative incisional hernia",3086568,"<=10","<=10"
"Postoperative infection",437474,"17","<=10"
"Postoperative intestinal obstruction",45586746,"122","24"
"Postoperative nausea and vomiting",4032472,"34","<=10"
"Postoperative pain",439502,"29","<=10"
"Postoperative retention of urine",4128390,"<=10","<=10"
"Postoperative seroma",440303,"17","<=10"
"Postoperative state",438485,"186","<=10"
"Postoperative urethral stricture",194996,"<=10","<=10"
"Postoperative visit",4084838,"191","<=10"
"Postoperative wound abscess",4052011,"<=10","<=10"
"Postoperative wound breakdown",4343213,"11","<=10"
"Postoperative wound cellulitis",36683380,"<=10","<=10"
"Postoperative wound infection",4237450,"75","<=10"
"Postpancreatectomy hyperglycemia",4295363,"<=10","<=10"
"Postpartum acute renal failure",45544031,"<=10","<=10"
"Postpartum coagulation defects",45544026,"<=10","<=10"
"Postpartum depression",4239471,"83","<=10"
"Postpartum hemorrhage",443929,"2401","<=10"
"Postpartum neurosis",4253057,"<=10","<=10"
"Postpartum pre-eclampsia",35622939,"<=10","<=10"
"Postpartum psychosis",4057246,"<=10","<=10"
"Postpartum state",440465,"<=10","<=10"
"Postpartum thyroiditis",4199437,"<=10","<=10"
"Postpolio syndrome",45552515,"<=10","<=10"
"Postprocedural adrenocortical(-medullary) hypofunction",45566766,"84","16"
"Postprocedural disorder of genitourinary system, unspecified",45587264,"<=10","<=10"
"Postprocedural fever",43530637,"<=10","<=10"
"Postprocedural hypoinsulinaemia",45591069,"<=10","<=10"
"Postprocedural hypoparathyroidism",45586178,"176","87"
"Postprocedural hypopituitarism",45605440,"<=10","14"
"Postprocedural hypothyroidism",45552421,"<=10","332"
"Postprocedural intra-abdominal sepsis",4204036,"<=10","<=10"
"Postprocedural ovarian failure",45566765,"<=10","<=10"
"Postprocedural pelvic peritoneal adhesions",45592165,"16","<=10"
"Postprocedural renal failure",45534150,"<=10","14"
"Postprocedural respiratory disorder, unspecified",45543282,"<=10","<=10"
"Postprocedural state finding",444239,"<=10","<=10"
"Postprocedural subglottic stenosis",45533561,"13","<=10"
"Postprocedural urethral stricture",45543906,"158","<=10"
"Postsurgical malabsorption, not elsewhere classified",45548175,"<=10","66"
"Postsurgical menopause",4154697,"<=10","<=10"
"Postthrombotic syndrome",4070679,"<=10","<=10"
"Postthrombotic syndrome",45605868,"<=10","16"
"Posttransplant diabetes mellitus",40482883,"<=10","<=10"
"Posttraumatic headache",376104,"11","<=10"
"Posttraumatic stress disorder",436676,"195","<=10"
"Postural dizziness",4012243,"13","<=10"
"Postural kyphosis",45596566,"<=10","13"
"Postural kyphosis, Thoracic region",42617300,"<=10","<=10"
"Postural orthostatic tachycardia syndrome",4159659,"183","29"
"Postviral cough",40482863,"<=10","<=10"
"Postviral fatigue syndrome",4202045,"67","<=10"
"Postviral fatigue syndrome",45595967,"<=10","71"
"Postviral infection debility",4143965,"<=10","<=10"
"Postzoster neuralgia",45547747,"61","22"
"Potassium intoxication",4238918,"<=10","<=10"
"Pott's curvature",4070658,"<=10","<=10"
"Pott's puffy tumor",4048488,"<=10","<=10"
"Pre-eclampsia",439393,"122","<=10"
"Pre-eclampsia added to pre-existing hypertension",4283352,"<=10","<=10"
"Pre-eclampsia superimposed on chronic hypertension",45572762,"<=10","<=10"
"Pre-eclampsia, unspecified",45572764,"175","<=10"
"Pre-excitation syndrome",45543178,"<=10","57"
"Pre-existing diabetes mellitus in pregnancy",43531007,"<=10","<=10"
"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",45601777,"<=10","<=10"
"Pre-existing hypertension complicating AND/OR reason for care during pregnancy",4277110,"96","<=10"
"Pre-existing hypertension in obstetric context",4311246,"<=10","<=10"
"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",45582443,"<=10","<=10"
